Parent_Fund_Code,Master_Fund_Code,Trade_Date,Currency,Trans_Type,Amount
="17669",="18669",20250409,CDD,PT ,24215.17
="17669",="18669",20250410,CDD,PT ,183420.74
="17669",="18669",20250409,CDD,RT ,194748.09
="17669",="18669",20250410,CDD,RT ,256443.62
="17669",="18669",20250409,CDD,WSP,24215.17
="17669",="18669",20250409,CDD,WSR,194748.09
="17670",="13670",20250410,CDD,PT ,10814.44
="17670",="13670",20250410,CDD,RT ,611.27
="17670",="15470",20250410,CDD,PT ,4127754.4
="17670",="15470",20250410,CDD,RT ,8364.96
="17670",="17370",20250409,CDD,RT ,260
="17670",="17370",20250409,CDD,WSR,260
="17670",="18670",20250409,CDD,PT ,19335.33
="17670",="18670",20250410,CDD,PT ,277296.87
="17670",="18670",20250409,CDD,RT ,5228.62
="17670",="18670",20250410,CDD,RT ,177320.98
="17670",="18670",20250409,CDD,WSP,19335.33
="17670",="18670",20250409,CDD,WSR,5228.62
="17671",="13471",20250410,CDD,PT ,11096.8
="17671",="13671",20250410,CDD,PT ,4169.92
="17671",="13671",20250410,CDD,RT ,4.74
="17671",="15471",20250225,CDD,FEE,-609
="17671",="15471",20250410,CDD,PT ,54658.41
="17671",="15471",20250225,CDD,RT ,1240.25
="17671",="15471",20250410,CDD,RT ,11560.22
="17671",="17371",20250409,CDD,RT ,60
="17671",="17371",20250409,CDD,WSR,60
="17671",="18671",20250409,CDD,PT ,50760.6
="17671",="18671",20250410,CDD,PT ,542829.85
="17671",="18671",20250409,CDD,RT ,3134.3
="17671",="18671",20250410,CDD,RT ,87925.08
="17671",="18671",20250409,CDD,WSP,51310.08
="17671",="18671",20250409,CDD,WSR,3134.3
="17671",="80557",20250328,CDD,DR ,38.86
="17671",="80557",20250225,CDD,PT ,1240.25
="17671",="80557",20250328,CDD,PT ,0.06
="17672",="13472",20250410,CDD,RT ,4886.68
="17672",="13672",20250410,CDD,PT ,3366.96
="17672",="13672",20250409,CDD,RT ,2022.02
="17672",="13672",20250409,CDD,WSR,2022.02
="17672",="15472",20250410,CDD,FEE,-53.1
="17672",="15472",20250409,CDD,PT ,187743.36
="17672",="15472",20250410,CDD,PT ,13831.91
="17672",="15472",20250409,CDD,RT ,148787.32
="17672",="15472",20250410,CDD,RT ,59332.36
="17672",="15472",20250409,CDD,WSR,9372.75
="17672",="15672",20250410,CDD,RT ,7910.07
="17672",="17372",20250409,CDD,RT ,555
="17672",="17372",20250409,CDD,WSR,555
="17672",="18672",20250409,CDD,PT ,14659.37
="17672",="18672",20250410,CDD,PT ,358635.04
="17672",="18672",20250409,CDD,RT ,48614.65
="17672",="18672",20250410,CDD,RT ,272571.01
="17672",="18672",20250409,CDD,WSP,14659.37
="17672",="18672",20250409,CDD,WSR,48614.65
="17672",="80552",20250410,CDD,RT ,791.2
="17673",="15473",20250409,CDD,PT ,3366.46
="17673",="15473",20250410,CDD,PT ,2503.73
="17673",="15473",20250409,CDD,RT ,6448.73
="17673",="15473",20250410,CDD,RT ,1189.4
="17674",="13674",20250410,CDD,PT ,1911.33
="17674",="15474",20250410,CDD,PT ,3777540.56
="17674",="15474",20250409,CDD,RT ,11708.22
="17674",="15474",20250410,CDD,RT ,12402.86
="17674",="15474",20250409,CDD,WSR,11708.22
="17674",="15674",20250410,CDD,PT ,3612.44
="17674",="17374",20250409,CDD,RT ,563.4
="17674",="17374",20250409,CDD,WSR,563.4
="17674",="18674",20250409,CDD,PT ,21531.13
="17674",="18674",20250410,CDD,PT ,640186.31
="17674",="18674",20250409,CDD,RT ,58764.42
="17674",="18674",20250410,CDD,RT ,323515.51
="17674",="18674",20250409,CDD,WSP,21531.13
="17674",="18674",20250409,CDD,WSR,58764.42
="17675",="15475",20250410,CDD,PT ,2214.55
="17675",="15475",20250409,CDD,RT ,5035.69
="17675",="15475",20250410,CDD,RT ,18.77
="17676",="13676",20250410,CDD,PT ,38104.74
="17676",="15476",20250409,CDD,PT ,883.7
="17676",="15476",20250410,CDD,PT ,75396.23
="17676",="15476",20250409,CDD,RT ,159665.51
="17676",="15476",20250410,CDD,RT ,619054.71
="17676",="15676",20250410,CDD,PT ,10736.97
="17676",="18676",20250409,CDD,PT ,30678.71
="17676",="18676",20250410,CDD,PT ,1074107.71
="17676",="18676",20250409,CDD,RT ,908.4
="17676",="18676",20250410,CDD,RT ,12200.46
="17676",="18676",20250409,CDD,WSP,30678.71
="17676",="18676",20250409,CDD,WSR,908.4
="17676",="80560",20250410,CDD,PT ,2522.64
="2007 ",="2007",20250409,CDD,RT ,521.56
="2007 ",="2007",20250409,CDD,WSR,521.56
="201  ",="201",20250409,CDD,PT ,7929.2
="201  ",="201",20250410,CDD,PT ,2970.24
="201  ",="201",20250409,CDD,RT ,34410.28
="201  ",="201",20250410,CDD,RT ,15343.92
="201  ",="201",20250409,CDD,WSP,7800
="201  ",="201",20250409,CDD,WSR,34410.28
="201  ",="224",20250410,CDD,PT ,40
="201  ",="224",20250409,CDD,RT ,32913.45
="201  ",="224",20250409,CDD,WSR,32913.45
="201  ",="90024",20250410,CDD,PT ,149647.87
="203  ",="15006",20250409,CDD,PT ,10474
="203  ",="15006",20250409,CDD,WSP,10474
="203  ",="16006",20250409,CDD,RT ,1163.31
="203  ",="16006",20250409,CDD,WSR,1163.31
="203  ",="18006",20250410,CDD,PT ,403.8
="203  ",="18006",20250409,CDD,RT ,4306.69
="203  ",="18006",20250410,CDD,RT ,149647.87
="203  ",="18006",20250409,CDD,WSR,4306.69
="203  ",="203",20250404,CDD,PT ,-50
="203  ",="203",20250409,CDD,PT ,89663.68
="203  ",="203",20250410,CDD,PT ,200831.15
="203  ",="203",20250409,USD,PT ,4000
="203  ",="203",20250409,CDD,RT ,380793.33
="203  ",="203",20250410,CDD,RT ,219584.57
="203  ",="203",20250409,CDD,WSP,86629.46
="203  ",="203",20250409,USD,WSP,4000
="203  ",="203",20250409,CDD,WSR,380793.33
="203  ",="225",20250408,CDD,PT ,9000
="203  ",="225",20250409,CDD,PT ,192859.36
="203  ",="225",20250410,CDD,PT ,172282.24
="203  ",="225",20250410,USD,PT ,4000
="203  ",="225",20250409,CDD,RT ,340412.03
="203  ",="225",20250410,CDD,RT ,54372.5
="203  ",="225",20250409,CDD,WSP,192859.36
="203  ",="225",20250409,CDD,WSR,340412.03
="203  ",="90119",20250410,CDD,FEE,-9.12
="203  ",="90119",20250410,CDD,PT ,180
="203  ",="90119",20250410,CDD,RT ,25285.53
="203  ",="9356",20250410,CDD,PT ,8967.52
="203  ",="9356",20250409,CDD,RT ,15276
="203  ",="9356",20250410,CDD,RT ,45651.42
="203  ",="9356",20250409,CDD,WSR,15276
="203  ",="994",20250409,CDD,PT ,35212.81
="203  ",="994",20250410,CDD,PT ,6387.59
="203  ",="994",20250409,CDD,RT ,11585.42
="203  ",="994",20250410,CDD,RT ,44155.15
="203  ",="994",20250409,CDD,WSP,35212.81
="203  ",="994",20250409,CDD,WSR,7356.67
="2041 ",="2041",20250409,CDD,PT ,4826
="2041 ",="2041",20250409,CDD,RT ,978.51
="2041 ",="2041",20250409,CDD,WSP,4826
="2041 ",="2041",20250409,CDD,WSR,978.51
="2042 ",="2042",20250410,CDD,PT ,91607.24
="2043 ",="4143",20250409,CDD,RT ,4158.82
="2043 ",="4143",20250409,CDD,WSR,4158.82
="2045 ",="4145",20250407,CDD,RT ,20041.81
="2045 ",="4145",20250408,CDD,RT ,-20381.69
="2046 ",="4146",20250409,CDD,PT ,218
="2046 ",="4146",20250409,CDD,WSP,218
="205  ",="16007",20250409,CDD,RT ,29.12
="205  ",="16007",20250409,CDD,WSR,29.12
="205  ",="205",20250410,CDD,PT ,599.08
="205  ",="205",20250410,USD,PT ,44111.92
="205  ",="205",20250409,CDD,RT ,23.55
="205  ",="205",20250410,CDD,RT ,7769.2
="205  ",="205",20250410,USD,RT ,44111.92
="205  ",="205",20250409,CDD,WSR,23.55
="205  ",="458",20250409,CDD,RT ,20458.44
="205  ",="458",20250409,CDD,WSR,20458.44
="205  ",="5312",20250410,CDD,PT ,704483.71
="205  ",="5312",20250409,CDD,RT ,888.44
="2050 ",="2050",20250409,CDD,RT ,550
="2050 ",="2050",20250410,CDD,RT ,517.61
="2050 ",="2050",20250409,CDD,WSR,550
="2051 ",="58998",20250409,CDD,PT ,23633
="2051 ",="58998",20250409,CDD,WSP,23633
="2052 ",="2052",20250409,CDD,PT ,401916.06
="2052 ",="2052",20250410,CDD,PT ,506667.37
="2052 ",="2052",20250409,CDD,RT ,371728.42
="2052 ",="2052",20250410,CDD,RT ,441209.46
="2052 ",="2052",20250409,CDD,WSP,338192.63
="2052 ",="2052",20250409,CDD,WSR,308004.99
="2052 ",="4052",20250409,CDD,PT ,159776.42
="2052 ",="4052",20250410,CDD,PT ,273513.4
="2052 ",="4052",20250409,CDD,RT ,364424.18
="2052 ",="4052",20250410,CDD,RT ,138778.32
="2052 ",="4052",20250409,CDD,WSP,159776.42
="2052 ",="4052",20250409,CDD,WSR,364424.18
="2054 ",="2054",20250409,CDD,PT ,7234.22
="2054 ",="2054",20250410,CDD,PT ,53
="2054 ",="2054",20250409,CDD,RT ,19479.79
="2054 ",="2054",20250409,CDD,WSP,7234.22
="2054 ",="2054",20250409,CDD,WSR,19479.79
="2054 ",="4054",20250410,CDD,PT ,79816.66
="2054 ",="4054",20250409,CDD,RT ,47207.81
="2054 ",="4054",20250410,CDD,RT ,79816.66
="2054 ",="4054",20250409,CDD,WSR,47207.81
="2055 ",="4055",20250409,CDD,PT ,1500
="2055 ",="4055",20250409,CDD,WSP,1500
="2056 ",="2056",20250403,CDD,PT ,-4249.12
="2056 ",="2056",20250409,CDD,PT ,8064.11
="2056 ",="2056",20250410,CDD,PT ,7990
="2056 ",="2056",20250403,CDD,RT ,-4249.12
="2056 ",="2056",20250409,CDD,RT ,26910.38
="2056 ",="2056",20250410,CDD,RT ,670.62
="2056 ",="2056",20250409,CDD,WSP,8064.11
="2056 ",="2056",20250409,CDD,WSR,26910.38
="2056 ",="4056",20250409,CDD,PT ,18866.13
="2056 ",="4056",20250410,CDD,PT ,21117.82
="2056 ",="4056",20250409,CDD,RT ,51907.38
="2056 ",="4056",20250410,CDD,RT ,20574.55
="2056 ",="4056",20250409,CDD,WSP,18866.13
="2056 ",="4056",20250409,CDD,WSR,51907.38
="206  ",="16008",20250410,CDD,RT ,125
="206  ",="206",20250409,CDD,PT ,709.31
="206  ",="206",20250410,CDD,PT ,1041.94
="206  ",="206",20250409,CDD,RT ,104295.51
="206  ",="206",20250410,CDD,RT ,44919.53
="206  ",="206",20250409,CDD,WSP,709.31
="206  ",="206",20250409,CDD,WSR,104295.51
="206  ",="299",20250410,CDD,PT ,1011.6
="206  ",="299",20250409,CDD,RT ,11687.64
="206  ",="299",20250409,CDD,WSR,11687.64
="206  ",="5310",20250409,CDD,RT ,14391.57
="2060 ",="2060",20250409,CDD,RT ,240
="2060 ",="2060",20250409,CDD,WSR,240
="2060 ",="4060",20250409,CDD,PT ,2757.32
="2060 ",="4060",20250410,CDD,PT ,19108.15
="2060 ",="4060",20250409,CDD,RT ,527.39
="2060 ",="4060",20250410,CDD,RT ,19108.15
="2060 ",="4060",20250409,CDD,WSP,2757.32
="2060 ",="4060",20250409,CDD,WSR,527.39
="2061 ",="2061",20250410,CDD,PT ,325
="2061 ",="4061",20250409,CDD,RT ,2400
="2061 ",="4061",20250409,CDD,WSR,2400
="2062 ",="2062",20250409,CDD,PT ,188619.97
="2062 ",="2062",20250410,CDD,PT ,80728.54
="2062 ",="2062",20250409,CDD,RT ,42233.89
="2062 ",="2062",20250410,CDD,RT ,19862.92
="2062 ",="2062",20250409,CDD,WSP,188619.97
="2062 ",="2062",20250409,CDD,WSR,42233.89
="2062 ",="4062",20250409,CDD,PT ,35638137.82
="2062 ",="4062",20250410,CDD,PT ,225996.27
="2062 ",="4062",20250409,CDD,RT ,79120.79
="2062 ",="4062",20250410,CDD,RT ,2800
="2062 ",="4062",20250409,CDD,WSP,35638137.82
="2062 ",="4062",20250409,CDD,WSR,79120.79
="2062 ",="5062",20250409,CDD,PT ,3860.94
="2062 ",="5062",20250409,CDD,WSP,3860.94
="2063 ",="2063",20250409,CDD,PT ,4736
="2063 ",="2063",20250409,CDD,RT ,456.44
="2063 ",="2063",20250409,CDD,WSP,4736
="2063 ",="2063",20250409,CDD,WSR,456.44
="2063 ",="4063",20250409,CDD,PT ,6588
="2063 ",="4063",20250410,CDD,PT ,12248.59
="2063 ",="4063",20250409,CDD,RT ,1839.4
="2063 ",="4063",20250410,CDD,RT ,12248.59
="2063 ",="4063",20250409,CDD,WSP,6588
="2063 ",="4063",20250409,CDD,WSR,1839.4
="2064 ",="4092",20250409,CDD,RT ,4357.07
="2064 ",="4092",20250409,CDD,WSR,4357.07
="2067 ",="2067",20250410,CDD,PT ,32187.27
="2067 ",="2067",20250410,CDD,RT ,32961.23
="2067 ",="4067",20250409,CDD,PT ,3750
="2067 ",="4067",20250409,CDD,RT ,2200
="2067 ",="4067",20250409,CDD,WSP,3750
="2067 ",="4067",20250409,CDD,WSR,2200
="2068 ",="2068",20250409,CDD,PT ,8253.19
="2068 ",="2068",20250410,CDD,PT ,27759.79
="2068 ",="2068",20250409,CDD,RT ,4944.11
="2068 ",="2068",20250410,CDD,RT ,178.18
="2068 ",="2068",20250409,CDD,WSP,8253.19
="2068 ",="2068",20250409,CDD,WSR,4944.11
="2068 ",="4068",20250409,CDD,PT ,2500
="2068 ",="4068",20250410,CDD,PT ,37.5
="2068 ",="4068",20250409,CDD,RT ,86994
="2068 ",="4068",20250409,CDD,WSP,2500
="2068 ",="4068",20250409,CDD,WSR,86994
="2076 ",="2076",20250409,CDD,RT ,479.44
="2076 ",="2076",20250409,CDD,WSR,479.44
="2076 ",="2078",20250410,CDD,PT ,100
="2076 ",="2078",20250409,CDD,RT ,4180.56
="2076 ",="2078",20250410,CDD,RT ,311.9
="2076 ",="2078",20250409,CDD,WSR,4180.56
="2076 ",="4078",20250409,CDD,RT ,0.45
="2076 ",="4078",20250409,CDD,WSR,0.45
="2076 ",="5078",20250409,CDD,RT ,2048.4
="2076 ",="5078",20250409,CDD,WSR,2048.4
="2076 ",="9386",20250410,CDD,RT ,58377.5
="2076 ",="9388",20250410,CDD,PT ,15799.89
="2076 ",="9388",20250409,CDD,RT ,1940.72
="2076 ",="9388",20250410,CDD,RT ,17505.49
="2076 ",="9388",20250409,CDD,WSR,1940.72
="2079 ",="2079",20250407,CDD,PT ,-1000
="2079 ",="2079",20250409,CDD,PT ,16050
="2079 ",="2079",20250410,CDD,PT ,925
="2079 ",="2079",20250409,CDD,RT ,1246.51
="2079 ",="2079",20250410,CDD,RT ,16858.25
="2079 ",="2079",20250409,CDD,WSP,16050
="2079 ",="2079",20250409,CDD,WSR,1246.51
="2079 ",="4079",20250409,CDD,PT ,20180
="2079 ",="4079",20250409,CDD,RT ,400
="2079 ",="4079",20250409,CDD,WSP,20180
="2079 ",="4079",20250409,CDD,WSR,400
="2079 ",="90279",20250409,CDD,PT ,13500
="2079 ",="90279",20250409,CDD,WSP,13500
="2081 ",="2081",20250409,CDD,PT ,4050
="2081 ",="2081",20250410,CDD,PT ,600
="2081 ",="2081",20250410,CDD,RT ,8774.79
="2081 ",="2081",20250409,CDD,WSP,4050
="2081 ",="4081",20250409,CDD,PT ,15005
="2081 ",="4081",20250409,CDD,WSP,15005
="2083 ",="90183",20250410,CDD,PT ,1196.48
="21100",="21000",20250410,USD,RT ,22685.9
="2111 ",="15194",20250409,CDD,RT ,4791.29
="2111 ",="15194",20250410,CDD,RT ,1430
="2111 ",="15194",20250409,CDD,WSR,4791.29
="2111 ",="16194",20250409,CDD,PT ,1482.05
="2111 ",="16194",20250410,CDD,PT ,60227.02
="2111 ",="16194",20250409,CDD,RT ,53767.66
="2111 ",="16194",20250410,CDD,RT ,163444.22
="2111 ",="16194",20250409,CDD,WSP,1482.05
="2111 ",="16194",20250409,CDD,WSR,53767.66
="2111 ",="18194",20250410,CDD,FEE,-15.49
="2111 ",="18194",20250410,CDD,PT ,70148.5
="2111 ",="18194",20250409,CDD,RT ,25179.19
="2111 ",="18194",20250410,CDD,RT ,73906.51
="2111 ",="18194",20250409,CDD,WSR,25179.19
="2111 ",="2111",20250124,CDD,DR ,1.40000000000001
="2111 ",="2111",20250221,CDD,DR ,10.94
="2111 ",="2111",20250328,CDD,DR ,10.96
="2111 ",="2111",20241231,CDD,PT ,34075.24
="2111 ",="2111",20250107,CDD,PT ,-33515.69
="2111 ",="2111",20250328,CDD,PT ,0.81
="2111 ",="2111",20250407,CDD,PT ,-170
="2111 ",="2111",20250408,CDD,PT ,-381.26
="2111 ",="2111",20250409,CDD,PT ,1325070.98
="2111 ",="2111",20250410,CDD,PT ,1195511.19
="2111 ",="2111",20250409,USD,PT ,4000
="2111 ",="2111",20241231,CDD,RT ,35915.25
="2111 ",="2111",20250107,CDD,RT ,-35979.12
="2111 ",="2111",20250214,CDD,RT ,-4334.53
="2111 ",="2111",20250409,CDD,RT ,2235201.02
="2111 ",="2111",20250410,CDD,RT ,1946402.21
="2111 ",="2111",20250409,USD,RT ,13740.69
="2111 ",="2111",20250409,CDD,WSP,1289346.44
="2111 ",="2111",20250409,USD,WSP,4000
="2111 ",="2111",20250409,CDD,WSR,2201168.8
="2111 ",="2111",20250409,USD,WSR,13740.69
="2111 ",="2944",20250410,CDD,PT ,21000
="2111 ",="2944",20250409,CDD,RT ,357.04
="2111 ",="2944",20250410,CDD,RT ,22173.16
="2111 ",="2944",20250409,CDD,WSR,357.04
="2111 ",="4111",20250410,CDD,FEE,-22.39
="2111 ",="4111",20250409,CDD,PT ,264969.99
="2111 ",="4111",20250410,CDD,PT ,600210.45
="2111 ",="4111",20250409,CDD,RT ,1171861.51
="2111 ",="4111",20250410,CDD,RT ,233326.98
="2111 ",="4111",20250409,CDD,WSP,264969.99
="2111 ",="4111",20250409,CDD,WSR,1171861.51
="2111 ",="5111",20250409,CDD,PT ,839140.3
="2111 ",="5111",20250410,CDD,PT ,1659.33
="2111 ",="5111",20250409,CDD,RT ,1714052.99
="2111 ",="5111",20250409,CDD,WSP,41750
="2111 ",="5111",20250409,CDD,WSR,205000
="2111 ",="90167",20250409,CDD,PT ,107000
="2111 ",="90167",20250410,CDD,PT ,14690
="2111 ",="90167",20250409,CDD,RT ,935.29
="2111 ",="90167",20250410,CDD,RT ,8294.9
="2111 ",="90167",20250409,CDD,WSP,107000
="2111 ",="90167",20250409,CDD,WSR,935.29
="2113 ",="16043",20250410,CDD,RT ,30179.2
="2113 ",="18043",20250410,CDD,FEE,-4.36
="2113 ",="18043",20250410,CDD,PT ,111574.4
="2113 ",="18043",20250409,CDD,RT ,120000
="2113 ",="18043",20250410,CDD,RT ,22957.18
="2113 ",="18043",20250409,CDD,WSR,120000
="2113 ",="2113",20231229,CDD,DR ,0
="2113 ",="2113",20241231,CDD,DR ,-2.6
="2113 ",="2113",20250130,CDD,DR ,-2.77
="2113 ",="2113",20250227,CDD,DR ,6.5
="2113 ",="2113",20250328,CDD,DR ,-41.01
="2113 ",="2113",20231109,CDD,PT ,224558.93
="2113 ",="2113",20241216,CDD,PT ,-1000
="2113 ",="2113",20241218,CDD,PT ,200
="2113 ",="2113",20250225,CDD,PT ,4000.02
="2113 ",="2113",20250401,CDD,PT ,-676
="2113 ",="2113",20250402,CDD,PT ,-16000
="2113 ",="2113",20250407,CDD,PT ,-175.46
="2113 ",="2113",20250408,CDD,PT ,4000
="2113 ",="2113",20250409,CDD,PT ,462583.69
="2113 ",="2113",20250410,CDD,PT ,13198982.79
="2113 ",="2113",20231109,CDD,RT ,224558.93
="2113 ",="2113",20240415,CDD,RT ,-0.0099999999802094
="2113 ",="2113",20241218,CDD,RT ,200
="2113 ",="2113",20250313,CDD,RT ,21451.59
="2113 ",="2113",20250327,CDD,RT ,2285.56
="2113 ",="2113",20250408,CDD,RT ,107801.75
="2113 ",="2113",20250409,CDD,RT ,612282.61
="2113 ",="2113",20250410,CDD,RT ,13526778.72
="2113 ",="2113",20250409,CDD,WSP,351550
="2113 ",="2113",20250409,CDD,WSR,490850.89
="2113 ",="4113",20250227,CDD,DR ,-1.61
="2113 ",="4113",20250328,CDD,DR ,-1.48
="2113 ",="4113",20250213,CDD,PT ,-713.59
="2113 ",="4113",20250328,CDD,PT ,-979.89
="2113 ",="4113",20250407,CDD,PT ,-92792.65
="2113 ",="4113",20250408,CDD,PT ,51541.82
="2113 ",="4113",20250409,CDD,PT ,8000
="2113 ",="4113",20250410,CDD,PT ,4233515.8
="2113 ",="4113",20250408,CDD,RT ,-32088.19
="2113 ",="4113",20250409,CDD,RT ,440444.01
="2113 ",="4113",20250410,CDD,RT ,5051977.92
="2113 ",="4113",20250409,CDD,WSP,8000
="2113 ",="4113",20250409,CDD,WSR,440444.01
="2113 ",="5113",20250410,CDD,FEE,-160.3
="2113 ",="5113",20250410,CDD,PT ,545492.4
="2113 ",="5113",20250409,CDD,RT ,4000
="2113 ",="5113",20250410,CDD,RT ,450863.99
="2113 ",="5113",20250409,CDD,WSR,4000
="2113 ",="90043",20250410,CDD,PT ,111693.7
="2113 ",="9642",20250410,CDD,FEE,-5.8
="2113 ",="9642",20250409,CDD,PT ,25259.72
="2113 ",="9642",20250410,CDD,PT ,312140.41
="2113 ",="9642",20250410,CDD,RT ,189041.23
="2113 ",="9642",20250409,CDD,WSP,25259.72
="2113 ",="DA500",20250409,CDD,PT ,2500
="2113 ",="DA500",20250410,CDD,PT ,261728.96
="2113 ",="DA500",20250409,CDD,RT ,8822.01
="2113 ",="DA500",20250410,CDD,RT ,4166.67
="2113 ",="DA500",20250409,CDD,WSP,2500
="2113 ",="DA500",20250409,CDD,WSR,8822.01
="2113 ",="DF500",20250410,CDD,PT ,189659.53
="2113 ",="DF500",20250410,CDD,RT ,14385
="2114 ",="16044",20250409,CDD,RT ,1376.5
="2114 ",="16044",20250409,CDD,WSR,1376.5
="2114 ",="2114",20250409,CDD,PT ,20150.85
="2114 ",="2114",20250410,CDD,PT ,155
="2114 ",="2114",20250409,CDD,RT ,105511.2
="2114 ",="2114",20250409,CDD,WSP,20150.85
="2114 ",="2114",20250409,CDD,WSR,105511.2
="2114 ",="4114",20250303,CDD,PT ,-312.5
="2114 ",="4114",20250401,CDD,PT ,-312.5
="2114 ",="4114",20250409,CDD,RT ,1333.48
="2114 ",="4114",20250410,CDD,RT ,3759.44
="2114 ",="4114",20250409,CDD,WSR,1333.48
="2114 ",="9643",20250410,CDD,PT ,46.66
="2114 ",="9643",20250410,CDD,RT ,1408.98
="2115 ",="2115",20250409,CDD,PT ,11257.32
="2115 ",="2115",20250410,CDD,PT ,16055.3
="2115 ",="2115",20250409,CDD,RT ,9536.72
="2115 ",="2115",20250410,CDD,RT ,72.38
="2115 ",="2115",20250409,CDD,WSP,11257.32
="2115 ",="2115",20250409,CDD,WSR,9536.72
="2115 ",="4115",20250410,CDD,PT ,30
="2115 ",="4115",20250409,CDD,RT ,5138.85
="2115 ",="4115",20250410,CDD,RT ,10846.65
="2115 ",="4115",20250409,CDD,WSR,5138.85
="2115 ",="5115",20250410,CDD,RT ,30407.93
="2117 ",="2117",20250409,CDD,PT ,68450.75
="2117 ",="2117",20250410,CDD,PT ,14372.46
="2117 ",="2117",20250409,CDD,RT ,4600.53
="2117 ",="2117",20250410,CDD,RT ,1108.3
="2117 ",="2117",20250409,CDD,WSP,68450.75
="2117 ",="2117",20250409,CDD,WSR,4600.53
="2117 ",="4117",20250409,CDD,PT ,18148.65
="2117 ",="4117",20250410,CDD,PT ,6637.53
="2117 ",="4117",20250409,CDD,RT ,20100.79
="2117 ",="4117",20250410,CDD,RT ,6637.53
="2117 ",="4117",20250409,CDD,WSP,18148.65
="2117 ",="4117",20250409,CDD,WSR,20100.79
="2117 ",="5117",20250409,CDD,PT ,224685.65
="2117 ",="5117",20250409,CDD,RT ,2504305.4
="2120 ",="2120",20250410,CDD,PT ,100
="2121 ",="2121",20250410,CDD,PT ,3193.54
="2122 ",="2122",20250409,CDD,PT ,5000
="2122 ",="2122",20250409,CDD,WSP,5000
="2124 ",="2124",20250409,CDD,PT ,12080
="2124 ",="2124",20250410,CDD,PT ,23806.87
="2124 ",="2124",20250409,CDD,WSP,12080
="2124 ",="4124",20250409,CDD,PT ,21882.34
="2124 ",="4124",20250409,CDD,RT ,14293.31
="2124 ",="4124",20250409,CDD,WSP,21882.34
="2124 ",="4124",20250409,CDD,WSR,14293.31
="2127 ",="2127",20250403,CDD,PT ,-4191.32
="2127 ",="2127",20250409,CDD,PT ,753063.34
="2127 ",="2127",20250410,CDD,PT ,27724.24
="2127 ",="2127",20250403,CDD,RT ,-4191.32
="2127 ",="2127",20250409,CDD,RT ,34191.65
="2127 ",="2127",20250409,CDD,WSP,753063.34
="2127 ",="2127",20250409,CDD,WSR,34191.65
="2127 ",="4127",20250409,CDD,PT ,29529.65
="2127 ",="4127",20250410,CDD,PT ,83512.05
="2127 ",="4127",20250409,CDD,RT ,5660.87
="2127 ",="4127",20250410,CDD,RT ,31721.02
="2127 ",="4127",20250409,CDD,WSP,29529.65
="2127 ",="4127",20250409,CDD,WSR,5660.87
="2127 ",="5127",20250410,CDD,PT ,483.79
="2127 ",="5127",20250410,CDD,RT ,412.09
="2128 ",="2128",20250409,CDD,PT ,164817.57
="2128 ",="2128",20250410,CDD,PT ,423.24
="2128 ",="2128",20250409,CDD,RT ,744.85
="2128 ",="2128",20250409,CDD,WSP,164817.57
="2128 ",="2128",20250409,CDD,WSR,744.85
